"Company Name","52 Week High (₹)","High Date","52 Week Low (₹)","Low Date"
"Parsvnath Developers","7.65","19/03/2019","1.60","12/12/2019"
"Pashupati Cotspin","75.00","04/09/2019","46.25","30/01/2020"
"Patel Engg. Ltd.","22.00","15/01/2020","9.19","29/08/2019"
"Patel Integrated Log","57.90","18/04/2019","15.90","06/08/2019"
"Patspin India","13.10","08/02/2019","4.10","31/01/2020"
"PBA Infrastructure L","9.95","20/11/2018","3.35","26/08/2019"
"PC Jeweller L","163.50","18/04/2019","20.60","11/12/2019"
"PDS Multi. Fashions","430.00","23/07/2019","231.00","24/05/2019"
"Pearl Global Industr","202.80","13/11/2019","115.00","16/08/2019"
"Pearl Polymers","18.20","21/01/2020","7.40","15/10/2019"
"Peninsula Land L","10.20","25/02/2019","3.15","11/10/2019"
"Pennar Engineered Bu","81.80","08/06/2018","48.00","19/02/2019"
"Pennar Industrie","40.60","07/03/2019","22.55","06/08/2019"
"Penta Gold","47.00","11/04/2019","23.70","29/01/2020"
"Perfect Infraenginee","19.30","16/05/2019","12.50","01/03/2019"
"Persistent Systems","740.00","23/01/2020","468.75","30/07/2019"
"Petron Engineeri","34.65","04/02/2019","5.90","05/09/2019"
"PetronetLNG","299.00","23/09/2019","208.05","04/02/2019"
"Pfizer Ltd.","4,499.00","04/12/2019","2,792.25","23/08/2019"
"PG Electroplast Ltd.","99.80","25/03/2019","32.85","03/12/2019"
"Phillips Carbon","184.40","05/03/2019","105.80","22/07/2019"
"Phoenix Lamps","240.00","03/07/2017","132.20","23/11/2016"
"Phoenix Mills","900.00","22/01/2020","555.90","06/02/2019"
"PI Industries","1,595.00","31/01/2020","824.30","11/02/2019"
"Pidilite Inds.","1,545.00","30/01/2020","1,046.20","18/02/2019"
"Pil Italica Lifestyl","10.50","29/07/2019","4.05","16/10/2019"
"Pilani Investmen","2,643.15","26/04/2019","1,656.65","10/12/2019"
"Pincon Spirit","38.25","15/02/2018","4.45","19/11/2018"
"Pioneer Distille","187.05","27/09/2019","106.70","05/08/2019"
"Pioneer Emb.","36.50","06/01/2020","17.50","19/02/2019"
"Piramal Enterprises","2,613.61","01/04/2019","1,314.13","10/10/2019"
"Piramal Phytocare","38.45","01/04/2019","16.25","16/10/2019"
"Pitti Engineering","62.50","07/03/2019","30.75","22/08/2019"
"Plastiblends Ind","240.00","14/01/2020","160.30","23/07/2019"
"Plethico Pharmaceuti","36.70","03/08/2015","9.05","13/06/2016"
"PNB Gilts Ltd.","39.60","17/07/2019","26.75","16/10/2019"
"PNB Housing Finance","994.60","07/02/2019","370.50","17/10/2019"
"PNC Infratech","219.40","03/07/2019","125.55","27/02/2019"
"Pneumatic Holdings","1,764.00","12/04/2017","660.00","22/06/2016"
"Pochiraju Industries","3.70","24/08/2018","1.95","29/07/2019"
"Poddar Housing","737.05","05/04/2019","231.40","22/08/2019"
"Poddar Pigments","209.45","10/01/2020","140.00","06/08/2019"
"Pokarna Ltd.","201.85","28/05/2019","74.00","02/12/2019"
"Polaris Consulting","479.95","12/07/2018","210.35","26/09/2017"
"Poly Medicure Lt","312.30","29/01/2020","165.10","14/06/2019"
"Polycab India","1,147.00","21/01/2020","525.15","22/08/2019"
"Polyplex Corpn.","657.30","27/05/2019","416.00","03/10/2019"
"Pondy Oxides & C","65.45","07/01/2015","18.70","20/02/2014"
"Ponni Sugars (Erode)","181.50","17/01/2020","94.40","31/07/2019"
"Power & Instrument","21.95","17/01/2019","7.70","09/10/2019"
"Power Finance Co","138.75","28/06/2019","90.45","11/10/2019"
"Power Grid Corpo","216.25","01/08/2019","172.50","14/02/2019"
"Power Mech Projects","1,175.00","29/05/2019","562.00","11/12/2019"
"Powerful Technologie","22.00","23/01/2019","3.85","22/01/2020"
"PPAP Automotive","346.00","12/03/2019","154.00","05/08/2019"
"Prabhat Dairy","89.90","26/11/2019","47.10","06/02/2019"
"Pradip Overseas","1.55","31/01/2019","0.30","24/10/2019"
"Praj Industries","167.90","07/03/2019","93.10","23/08/2019"
"Prajay Engineers","9.90","06/03/2019","5.30","17/10/2019"
"Prakash Indus.","96.20","25/02/2019","31.25","22/08/2019"
"Prakash Pipes","109.25","19/06/2019","56.00","31/01/2020"
"Prakash Steelage Ltd","0.45","19/02/2019","0.15","29/07/2019"
"Prataap Snacks","1,049.05","31/01/2019","701.20","05/08/2019"
"Pratibha Industries","4.10","24/08/2018","0.95","17/06/2019"
"Praxis Home Retail L","191.80","13/03/2019","56.00","22/08/2019"
"Precision Camshafts","66.95","10/06/2019","23.65","09/10/2019"
"Precision Wires","225.55","11/03/2019","134.45","23/08/2019"
"Precot Meridian Ltd.","63.00","01/02/2019","22.05","19/11/2019"
"Premier Explos.","272.60","07/03/2019","129.00","11/12/2019"
"Premier Polyfilm","31.00","08/04/2019","16.05","11/12/2019"
"PremierLtd.","8.00","19/03/2019","1.80","27/11/2019"
"Pressman Advertising","34.40","15/03/2019","18.10","23/08/2019"
"Prestige Estates Pro","426.00","20/01/2020","193.35","14/02/2019"
"Pricol L","61.40","10/01/2020","21.90","05/08/2019"
"Pricol Ltd. [Old]","131.95","19/10/2016","33.75","14/12/2015"
"Prime Focus","88.90","13/11/2019","31.25","23/08/2019"
"Prime Securities","51.40","04/11/2019","30.00","22/08/2019"
"Prince Pipes & Fitti","184.40","16/01/2020","143.00","06/01/2020"
"Prism Johnson","104.00","12/03/2019","58.50","26/12/2019"
"Prithvi Exchange","29.75","19/01/2015","18.10","08/10/2014"
"Prithvi Infor. Solu.","5.25","19/09/2014","1.25","14/09/2015"
"Priti International","130.00","14/05/2019","63.25","09/01/2020"
"Pritish Nandy Comm.","23.00","25/02/2019","12.10","17/10/2019"
"Prolife Industries","31.85","24/12/2019","22.90","10/05/2019"
"Proseed India","0.60","31/01/2019","0.20","17/07/2019"
"Provogue (India)","3.85","02/01/2019","0.35","01/10/2019"
"Prozone Intu Propert","33.65","30/05/2019","13.60","10/10/2019"
"PSL Ltd.","1.30","27/02/2019","0.45","27/12/2019"
"PSP Projects","576.85","27/09/2019","377.40","18/02/2019"
"PTC India","84.90","20/02/2019","52.80","11/12/2019"
"PTC India Financial","17.80","12/04/2019","10.45","05/08/2019"
"PTL Enterprises","42.50","27/05/2019","32.35","31/07/2019"
"Pudumjee Paper Produ","21.40","01/10/2019","10.20","26/07/2019"
"Pulz Electronics","30.00","05/12/2019","14.13","25/03/2019"
"Punj Lloyd","2.85","31/01/2019","0.85","18/10/2019"
"Punj. & Sind Ban","34.00","12/03/2019","16.70","15/10/2019"
"Punj. NationlBak","99.90","01/04/2019","55.70","11/10/2019"
"Punjab Chemicals and","765.00","03/04/2019","456.00","14/08/2019"
"Puravankara","87.00","28/05/2019","51.15","22/08/2019"
"Pushpanjali Realms","26.55","01/02/2019","3.70","22/08/2019"
"PVP Ventures Ltd.","6.30","30/11/2018","1.70","29/10/2019"
"PVR Ltd.","1,994.10","30/01/2020","1,345.25","13/08/2019"
"Quess Corp","824.80","27/03/2019","385.55","30/07/2019"
"Quick Heal Technolog","240.00","06/03/2019","100.05","23/08/2019"
"Quintegra Solutions","1.35","05/07/2019","0.20","21/05/2019"
"QVC Realty Co.","533.60","12/06/2018","533.00","07/08/2018"
"R Systems Internat.","79.00","09/01/2020","38.00","01/10/2019"
"Radaan Mediaworks(I)","3.50","30/01/2019","0.95","23/12/2019"
"Radha Madhav Corpora","27.00","11/02/2019","2.70","05/12/2019"
"Radico Khaitan Ltd.","449.00","08/02/2019","261.95","20/06/2019"
"Rail Vikas Nigam","29.90","28/05/2019","18.65","11/04/2019"
"Rain Industries","147.80","15/04/2019","77.05","23/08/2019"
"Rainbow Papers","1.50","01/04/2019","0.15","09/12/2019"
"Raj Oil Mills Ltd.","3.30","21/02/2018","1.05","13/10/2017"
"Raj Rayon Industries","0.15","31/01/2019","0.05","31/01/2019"
"Raj Television Netwo","50.90","28/01/2020","30.50","15/04/2019"
"Rajapalayam Mill","400.10","16/09/2014","211.55","07/04/2014"
"Rajdarshan Indus","12.65","05/03/2019","9.00","13/12/2019"
"Rajesh Exports L","756.00","21/08/2019","553.10","26/02/2019"
"Rajnandini Metal","35.00","08/10/2018","24.80","22/10/2018"
"Rajshree Polypack","118.00","31/07/2019","75.00","29/10/2019"
"Rajshree Sugars","30.90","01/07/2019","14.60","16/10/2019"
"Rajvir Industries Lt","21.00","11/02/2019","10.45","27/01/2020"
"Rallis India","246.60","29/01/2020","140.05","14/05/2019"
"Rama Steel Tubes Ltd","127.00","18/04/2019","34.20","16/12/2019"
"Ramco Industries","219.75","28/05/2019","160.00","30/07/2019"
"Ramco Systems Lt","277.85","11/03/2019","132.30","12/12/2019"
"Ramgopal Polytex","5.00","03/08/2018","1.55","15/07/2019"
"Ramkrishna Forgings","550.00","13/03/2019","254.85","15/10/2019"
"Ramky Infrastructure","141.95","24/05/2019","28.60","24/12/2019"
"Ramsarup Industries","1.00","24/04/2019","0.10","29/10/2019"
"Rana Sugars","6.35","31/01/2020","1.90","05/08/2019"
"Ranbaxy Labs.","869.70","01/04/2015","364.90","01/04/2014"
"Rane (Madras)","464.65","22/04/2019","198.60","23/08/2019"
"Rane Brake Lining Lt","784.90","27/12/2019","450.00","23/08/2019"
"Rane Engine Valve Lt","645.00","22/04/2019","195.55","11/12/2019"
"Rane Holdings Ltd.","1,599.00","22/04/2019","664.70","13/12/2019"
"Ranklin Solutions L","3.30","18/06/2014","2.00","22/05/2014"
"Rashtriya Chemicals","67.25","29/05/2019","36.00","23/08/2019"
"Rasoya Proteins","0.10","06/11/2017","0.05","06/11/2017"
"Ratnamani Metals","1,239.95","23/01/2020","822.35","15/02/2019"
"RattanIndia Infra","3.60","31/01/2019","1.15","23/08/2019"
"RattanIndia Power","3.65","31/01/2019","0.95","23/08/2019"
"Ravi Kumar Distiller","9.75","08/03/2019","5.00","27/12/2019"
"Raymond Ltd","868.70","28/05/2019","533.45","23/08/2019"
"RBL Bank","716.40","28/05/2019","230.55","23/10/2019"
"REC","169.55","04/07/2019","115.55","06/02/2019"
"Redington (India) Lt","139.55","13/01/2020","64.00","08/02/2019"
"Refex Industries","133.55","15/07/2019","17.60","05/02/2019"
"Regency Ceramics","3.80","31/01/2019","1.20","31/01/2020"
"REI Agro Ltd.","0.65","17/10/2016","0.15","03/10/2017"
"REI Six Ten Retail L","0.90","04/11/2016","0.25","07/08/2017"
"Relaxo Footwears","743.95","31/01/2020","352.50","04/02/2019"
"Reliable Data Servic","52.06","31/01/2019","19.83","05/08/2019"
"Reliance Capital","214.65","02/04/2019","8.85","29/01/2020"
"Reliance Com","12.10","31/01/2019","0.50","19/11/2019"
"Reliance Home Fin","36.25","01/02/2019","1.50","31/01/2020"
"Reliance Ind.Inf","479.00","09/01/2020","218.30","23/08/2019"
"Reliance Inds.","1,617.55","20/12/2019","1,095.30","08/08/2019"
"Reliance Infrastruct","279.05","01/02/2019","18.00","17/10/2019"
"Reliance Naval","12.70","07/03/2019","0.90","11/09/2019"
"Reliance Power L","27.20","01/02/2019","1.75","31/01/2020"
"Religare Enterprises","59.35","08/11/2019","16.90","04/02/2019"
"Remsons Industri","136.00","05/02/2019","69.30","11/12/2019"
"Renaissance Global","408.00","29/01/2020","199.00","06/08/2019"
"Repco Home Finance L","482.40","28/03/2019","273.10","25/10/2019"
"Repro India Ltd.","741.90","05/12/2019","480.00","06/08/2019"
"Responsive Industrie","106.55","18/10/2019","78.95","16/05/2019"
"Resurgere Mines & Mi","1.10","08/07/2016","0.35","22/05/2017"
"Revathi Equipment Lt","518.80","31/05/2019","290.40","23/08/2019"
"Rico Auto Inds.","74.55","27/05/2019","34.50","23/08/2019"
"Rites Ltd.","331.00","29/01/2020","160.80","18/02/2019"
"RKEC Projects","68.00","31/05/2019","35.00","17/10/2019"
"RM Drip and Sprinkle","56.50","08/02/2019","13.00","25/07/2019"
"Rohit Ferro-Tech","1.55","27/05/2019","0.40","31/10/2019"
"Rollatainers Ltd","3.35","06/08/2019","1.35","18/12/2019"
"Rolta India","10.15","13/03/2019","3.80","11/02/2019"
"Rossell India","88.65","28/11/2019","32.10","05/08/2019"
"Royal Orchid Hotels","135.00","15/04/2019","54.50","23/08/2019"
"RPG Life Sciences","351.45","20/01/2020","151.40","23/08/2019"
"RPP Infra Projects L","154.80","30/04/2019","58.65","23/08/2019"
"RS Software (India)","36.30","02/04/2019","15.90","05/08/2019"
"RSWM Ltd.","208.00","01/02/2019","84.15","16/12/2019"
"Ruby Mills","307.00","06/03/2019","122.20","23/08/2019"
"Ruchi Infrastructure","3.50","24/01/2020","1.80","17/10/2019"
"Ruchi Soya Inds.","20.55","31/01/2020","3.35","24/07/2019"
"Ruchira Papers Ltd.","118.85","31/01/2019","64.95","23/08/2019"
"Rudrabhishek Enterpr","45.00","31/01/2019","20.60","22/10/2019"
"Rupa & Company L","363.10","12/03/2019","158.00","23/08/2019"
"Rushil Decor Ltd.","709.00","24/05/2019","90.80","18/10/2019"
"S Chand & Company","226.00","01/02/2019","47.15","23/08/2019"
"S H Kelkar & Company","172.45","31/01/2019","102.75","11/12/2019"
"S Kumars Nationwide","7.05","23/07/2014","2.45","27/03/2015"
"S P Apparels Ltd.","333.00","12/03/2019","175.00","12/09/2019"
"SAB Events & Governa","3.20","29/01/2019","0.60","10/01/2020"
"Sabero Organics","207.00","12/09/2014","110.15","04/02/2014"
"Sadbhav Engineering","274.45","28/05/2019","102.85","31/12/2019"
"Sadbhav Infrastructu","107.00","07/03/2019","31.65","20/11/2019"
"Safari Indus.","656.20","17/12/2019","477.70","13/09/2019"
"Sagar Cements","758.00","13/03/2019","488.90","20/12/2019"
"Sagardeep Alloys","111.00","15/02/2019","34.10","28/05/2019"
"Sakar Healthcare","72.00","18/04/2019","44.00","13/09/2019"
"Saketh Exim","136.00","31/12/2019","74.00","15/01/2019"
"Saksoft Ltd.","366.80","11/06/2019","186.20","22/11/2019"
"Sakthi Finance","26.40","27/08/2014","9.45","07/03/2014"
"Sakthi Sugars","14.15","08/03/2019","6.80","26/08/2019"
"Sakuma Exports","40.45","08/02/2019","5.75","09/12/2019"
"SAL Steel","6.30","31/01/2019","1.85","09/09/2019"
"Salasar Exteriors","62.25","05/12/2019","36.00","12/09/2019"
"Salasar Techno Engin","291.95","08/02/2019","86.30","15/10/2019"
"Salona Cotspin L","106.75","24/04/2019","55.80","28/01/2020"
"Salora Intl.","48.65","23/04/2018","15.20","15/04/2019"
"Salzer Electr.","146.00","27/05/2019","96.95","05/08/2019"
"Sam Industries L","22.10","02/06/2014","12.05","05/11/2014"
"Sambandam Spinni","100.00","14/07/2014","61.75","25/03/2014"
"Sambhaav Media Ltd.","5.80","10/05/2019","2.15","09/10/2019"
"Samtel Color","1.95","18/01/2018","0.15","13/03/2018"
"Sanco Industries","23.25","13/09/2019","10.75","20/01/2020"
"Sandesh","849.90","20/03/2019","532.05","22/08/2019"
"Sandhar Technologies","314.40","27/05/2019","214.40","23/08/2019"
"Sangam India Ltd","72.85","15/03/2019","32.40","29/08/2019"
"Sanghi Industrie","72.50","27/05/2019","34.60","30/12/2019"
"Sanghvi Forging & En","33.85","07/10/2019","17.25","11/07/2019"
"Sanghvi Movers L","142.40","15/04/2019","67.65","14/10/2019"
"Sanginita Chemicals","180.50","31/01/2020","36.90","06/02/2019"
"Sanofi India","7,234.00","02/12/2019","5,280.00","24/06/2019"
"Sanwaria Consumer","10.85","03/04/2019","1.45","18/10/2019"
"Sarda Energy & Miner","332.00","12/03/2019","138.30","23/08/2019"
"Saregama India Ltd.","640.00","07/03/2019","314.00","20/08/2019"
"Sarla Performance Fi","30.80","27/05/2019","18.15","17/12/2019"
"Sarveshwar Foods","43.85","12/06/2019","14.50","23/01/2020"
"Sasken Technologies","770.00","30/04/2019","470.10","21/08/2019"
"Sastasundar Ventures","125.00","15/04/2019","60.55","08/01/2020"
"Sathavahana Ispa","10.00","18/02/2019","1.45","12/12/2019"
"Satia Industries","108.70","29/01/2020","62.50","14/08/2019"
"Satin Creditcare","390.00","29/03/2019","182.35","19/12/2019"
"Savera Industries","54.90","08/07/2014","28.25","13/05/2014"
"Savita Oil Tech","1,389.00","31/05/2019","805.00","11/10/2019"
"Sayaji Hotels Lt","146.00","06/01/2015","107.50","11/04/2014"
"SBI","373.80","18/07/2019","244.35","09/10/2019"
"SBI Life Insurance","1,030.00","30/10/2019","515.55","01/03/2019"
"Schaeffler India","5,725.00","13/03/2019","3,835.50","29/07/2019"
"Schneider Electric","122.45","29/03/2019","60.55","11/12/2019"
"SE Power","4.85","14/03/2019","2.00","29/01/2020"
"Seamec Ltd.","533.00","28/11/2019","271.05","07/02/2019"
"SecUR Credentials","110.00","25/03/2019","21.90","21/01/2020"
"Security and Intelli","554.80","30/01/2020","371.78","26/02/2019"
"Sejal Glass","1.95","15/11/2019","1.50","24/12/2019"
"SEL Manufacturing Co","1.40","20/03/2019","0.50","26/08/2019"
"Selan Exploratio","196.90","09/04/2019","127.65","23/08/2019"
"Sequent Scientific","93.40","31/01/2020","61.50","19/02/2019"
"Servalakshmi Paper L","3.65","12/07/2017","0.65","24/04/2018"
"Servotech Power Syst","24.50","19/03/2019","6.50","28/01/2020"
"Seshasayee Paper","224.00","19/09/2019","160.32","05/08/2019"
"Setco Automotive","35.95","13/03/2019","11.20","06/12/2019"
"Setubandhan Infra","4.70","07/03/2019","0.65","01/01/2020"
"Seya Industries","499.90","11/07/2019","66.10","10/12/2019"
"Shah Alloys","19.90","31/01/2019","7.20","24/12/2019"
"Shaival Reality","32.10","08/05/2019","18.55","31/01/2019"
"Shakti Pumps (In","480.00","31/05/2019","196.10","31/12/2019"
"Shalby","148.10","03/04/2019","75.25","05/08/2019"
"Shalimar Paints","111.65","24/01/2020","55.90","18/02/2019"
"Shankara Building Pr","568.30","27/05/2019","241.00","05/08/2019"
"Shanthi Gears","137.50","23/04/2019","82.75","23/08/2019"
"Shanti Overseas (Ind","27.00","01/11/2019","15.34","05/08/2019"
"Sharda Cropchem","419.20","02/05/2019","206.00","09/12/2019"
"Sharda Motor Ind","1,661.00","11/03/2019","772.00","14/10/2019"
"Sharon Bio-Medicine","7.40","14/09/2018","2.75","06/08/2018"
"Shasun Pharma","433.00","17/11/2015","209.40","17/11/2014"
"Sheela Foam","1,499.95","23/01/2020","1,073.20","14/08/2019"
"Shekhawati Poly Yarn","0.45","13/12/2019","0.15","27/06/2019"
"Shemaroo Entertainme","419.00","16/04/2019","132.60","11/12/2019"
"Shilpa Medicare L","435.05","23/04/2019","208.10","29/08/2019"
"Shilpi Cable Technol","8.05","04/06/2018","1.15","15/05/2019"
"Shipping Corpn.","69.70","20/11/2019","24.80","23/08/2019"
"Shirpur Gold Refiner","59.45","31/01/2019","5.80","11/11/2019"
"Shiv Aum Steels","46.25","10/10/2019","44.10","01/10/2019"
"Shiva Mills","57.85","23/05/2019","26.20","11/12/2019"
"Shiva Texyarn Ltd.","195.00","01/02/2019","79.80","24/12/2019"
"Shivam Autotech Ltd.","43.00","22/04/2019","17.25","23/08/2019"
"Shoppers Stop","521.80","01/02/2019","338.00","25/11/2019"
"Shradha Infraproject","64.85","01/03/2019","29.10","17/10/2019"
"Shree Cement","24,263.05","13/01/2020","15,046.45","18/02/2019"
"Shree Digvijay","31.35","28/01/2020","14.05","21/08/2019"
"Shree Ganesh Forging","1.05","10/01/2019","0.95","22/10/2018"
"Shree Ganesh Jew (I)","6.10","10/10/2016","1.05","09/10/2017"
"Shree Pushkar Chemic","174.20","16/04/2019","80.25","31/07/2019"
"Shree Ram Proteins","27.45","24/05/2019","25.00","26/03/2019"
"Shree Rama Multi","7.50","15/07/2019","2.75","23/10/2019"
"Shree Rama Newsprint","24.85","01/02/2019","12.65","23/08/2019"
"Shree Renuka Sugars","12.50","05/04/2019","6.50","29/08/2019"
"Shree Tirupati Balaj","50.00","29/03/2019","37.00","28/01/2020"
"Shree Vasu Logistics","130.00","06/06/2019","75.00","11/02/2019"
"Shreeoswal Seeds","29.90","25/03/2019","19.00","23/01/2019"
"Shrenik L","99.00","16/04/2019","32.85","19/12/2019"
"Shrenuj & Co","3.80","07/12/2016","0.50","03/10/2017"
"Shreyans Inds.","173.40","28/05/2019","99.70","02/08/2019"
"Shreyas Shipping & L","232.85","15/03/2019","62.55","24/12/2019"
"Shri Aster Silicates","3.15","23/05/2016","1.40","07/10/2016"
"Shri Lakshmi Cotsyn","8.15","10/07/2015","3.25","26/06/2015"
"Shri Ram Switchgears","16.50","08/08/2019","12.10","22/02/2019"
"Shriram City Uni","1,864.45","29/03/2019","1,286.10","20/09/2019"
"Shriram EPC Ltd.","14.10","12/09/2019","4.15","26/12/2019"
"Shriram Pistons","1,133.55","07/03/2019","650.00","13/12/2019"
"Shriram Trans.Fi","1,297.00","13/03/2019","909.05","24/07/2019"
"Shubhlaxmi Jewel Art","209.50","17/07/2019","35.00","02/01/2020"
"Shyam Century Ferro","7.85","15/03/2019","2.15","06/08/2019"
"Shyam Telecom","9.50","10/12/2019","5.35","17/10/2019"
"Sicagen India","31.50","15/07/2019","13.45","01/01/2020"
"Sical Logistics","159.95","15/03/2019","10.35","31/01/2020"
"Siemens Ltd.","1,717.45","23/10/2019","935.70","19/02/2019"
"Signet Industries","50.05","01/02/2019","18.00","23/12/2019"
"Sikko Industries","33.90","08/05/2019","24.50","23/01/2020"
"SIL Investments Ltd.","216.00","29/05/2019","130.15","11/12/2019"
"Silgo Retail","40.50","29/05/2019","36.00","29/10/2018"
"Silly Monks Entertai","88.00","08/01/2020","48.60","12/12/2019"
"Silver Touch Technol","140.00","20/05/2019","111.00","22/08/2019"
"Simbhaoli Sugars","12.50","30/04/2019","5.35","05/08/2019"
"Simbhaoli Sugars L","28.60","23/11/2015","8.25","25/08/2015"
"Simplex Castings","57.80","07/07/2014","28.30","24/02/2014"
"Simplex Infrastructu","195.00","07/03/2019","24.50","23/12/2019"
"Simplex Projects","25.40","20/06/2018","5.20","10/06/2019"
"Sintercom India","81.00","29/01/2020","56.00","18/02/2019"
"Sintex Industrie","10.70","06/03/2019","0.55","08/11/2019"
"Sintex Plastics Tech","23.00","12/03/2019","1.05","31/12/2019"
"Sirca Paints India","299.95","31/01/2020","134.27","08/02/2019"
"Sirpur Paper","12.90","06/04/2015","8.20","08/03/2016"
"Sita Shree Food Prod","0.75","07/03/2019","0.20","18/11/2019"
"SITI Networks","7.05","01/02/2019","1.45","27/01/2020"
"Siyaram Silk","485.50","05/04/2019","192.85","23/08/2019"
"SJVN Ltd.","27.60","30/05/2019","21.85","28/02/2019"
"SKF India","2,317.95","16/01/2020","1,781.05","29/07/2019"
"SKIL Infrastructure","15.75","31/01/2019","3.65","24/10/2019"
"Skipper Ltd.","73.70","06/03/2019","39.55","31/01/2020"
"SKM Egg Produc","67.15","31/01/2019","27.00","05/08/2019"
"SKS Textiles","42.95","29/05/2019","22.25","10/10/2019"
"Smartlink Holdings","112.70","14/06/2019","70.10","07/10/2019"
"SML Isuzu Ltd.","901.95","01/04/2019","496.20","19/11/2019"
"SMS Lifesciences Ind","668.00","12/02/2019","226.80","16/10/2019"
"SMS Pharmaceuticals","69.90","12/03/2019","37.10","11/12/2019"
"SMVD Poly Pack","20.00","29/01/2019","7.55","02/12/2019"
"Snowman Logistics Lt","45.65","30/12/2019","26.55","05/08/2019"
"Sobha","588.00","16/07/2019","376.70","26/11/2019"
"SoftTech Engineers","76.25","08/11/2019","32.10","05/02/2019"
"Solar Industries Ind","1,317.05","31/01/2020","924.30","21/02/2019"
"Solara Active Pharma","489.95","03/06/2019","273.00","05/08/2019"
"Solex Energy","35.80","07/01/2020","20.00","09/10/2019"
"Som Distilleries","171.30","02/04/2019","102.60","25/11/2019"
"Soma Textiles","5.25","11/03/2019","2.20","14/08/2019"
"Somany Ceramics Ltd.","471.65","08/04/2019","170.35","20/11/2019"
"Somany Home Innovat","197.80","13/01/2020","128.80","02/01/2020"
"Somi Conveyor Beltin","34.30","08/04/2019","10.00","23/10/2019"
"Sona Hi Sona Jewell","15.95","31/01/2020","9.70","27/11/2019"
"Sonam Clock","41.95","07/05/2019","36.90","12/02/2019"
"Sonata Software","364.10","03/04/2019","285.00","09/10/2019"
"Soni Soya Products","25.40","14/06/2019","10.40","20/01/2020"
"SORIL Infra Resource","364.60","11/04/2019","73.25","27/10/2019"
"South Indian Ban","18.50","08/04/2019","9.90","15/10/2019"
"South West Pinnacle","34.00","15/04/2019","12.70","09/10/2019"
"Southern Ispat & Ene","0.50","05/12/2014","0.10","17/12/2014"
"Spacenet Enterprises","1.75","11/04/2019","0.55","27/08/2019"
"Spandana Sphoorty Fi","1,397.00","08/11/2019","691.10","19/08/2019"
"Speciality Restauran","107.90","13/03/2019","57.00","22/08/2019"
"Spectacle Ventures","1.45","01/03/2016","0.70","23/11/2015"
"Spectrum Electrical","69.00","31/12/2018","53.00","17/09/2019"
"Spencers Retail","174.20","31/01/2019","53.75","26/12/2019"
"SPIC","27.50","11/03/2019","16.10","23/08/2019"
"Spicejet Ltd.","152.85","19/08/2019","92.25","23/12/2019"
"SPL Industries L","61.50","05/02/2019","28.75","03/10/2019"
"Splendid Metal Produ","0.60","28/03/2019","0.10","27/09/2019"
"SPML Infra","36.55","19/03/2019","6.30","18/10/2019"
"Sree Rayalaseema Hi-","190.50","15/03/2019","86.00","05/08/2019"
"Sreeleathers Ltd.","239.70","06/03/2019","127.40","05/08/2019"
"SREI Infrastructure","33.55","12/03/2019","7.20","11/10/2019"
"SRF Ltd.","3,861.00","31/01/2020","1,947.60","04/02/2019"
"Sri Adhikari Bro","5.55","13/03/2019","1.20","24/12/2019"
"Sri Chamundi Sug","27.30","19/03/2014","15.85","01/12/2014"
"Sri Havisha Hospital","1.70","25/03/2019","0.35","23/10/2019"
"Srikalahasthi Pipes","261.80","03/04/2019","138.00","11/12/2019"
"SRS Ltd.","0.45","12/11/2018","0.10","07/10/2019"
"SS Infrastructure","19.35","12/03/2019","8.80","02/08/2019"
"Stampede Capital","2.20","19/03/2019","0.35","02/12/2019"
"Standard Chartered P","63.65","30/12/2019","41.35","08/03/2019"
"Standard Indust","16.80","08/03/2019","9.50","22/11/2019"
"Star Cement","140.00","04/06/2019","82.25","31/01/2020"
"Star Ferro & Cement","145.00","27/03/2017","86.50","22/11/2016"
"Star Paper Mills","174.00","01/10/2019","75.10","23/08/2019"
"State Bank Of Bi","798.00","16/02/2017","458.30","25/05/2016"
"State Bank Of My","747.00","08/07/2016","352.20","29/03/2016"
"State Trading","146.50","04/04/2019","41.65","16/10/2019"
"StateBnkOfTravan","614.20","11/11/2016","360.20","16/05/2016"
"Steel Authority","60.20","08/04/2019","29.55","23/08/2019"
"Steel City Securitie","68.75","27/06/2019","26.05","22/10/2019"
"Steel ExchangeIndia","29.70","06/01/2020","9.10","22/07/2019"
"Steel Strips Wheels","938.95","06/03/2019","722.00","09/07/2019"
"STEL Holdings","119.70","15/03/2019","55.50","13/12/2019"
"Sterling and Wilson","753.45","20/08/2019","245.00","04/12/2019"
"Sterling Biotech Ltd","5.55","03/01/2018","0.60","15/10/2018"
"Sterling Tools L","348.95","01/02/2019","135.20","26/08/2019"
"Sterlite Technologie","279.80","13/03/2019","96.60","23/08/2019"
"STG Lifecare","1.90","28/07/2016","1.75","20/07/2016"
"STI India Limi","11.45","04/02/2019","3.80","21/01/2020"
"STL Global Ltd.","15.05","11/06/2019","5.35","28/03/2019"
"Strides Pharma Scien","508.05","10/04/2019","288.00","09/10/2019"
"Subex Ltd.","7.55","18/04/2019","4.35","10/10/2019"
"Subros Ltd.","303.00","08/04/2019","162.80","05/08/2019"
"Sudar Industries","3.60","04/07/2016","0.95","19/06/2017"
"Sudarshan Chem.","494.90","22/01/2020","290.20","11/02/2019"
"Sujana Universal Ind","0.35","12/02/2019","0.10","22/07/2019"
